VisitId,Sequence,PersonId,PersonType,LocationId,LocationLevel,StartTime,EndTime
197,197,80,1,56,7,2020-06-18T05:14:45,2020-06-18T07:47:45
198,198,316,0,44,7,2020-06-29T22:44:07,2020-06-30T21:33:27
199,199,382,0,36,7,2020-06-11T16:58:48,2020-06-11T21:37:00
200,200,357,1,40,7,2020-06-13T05:09:14,2020-06-13T07:47:51
201,201,415,1,99,7,2020-06-21T20:54:15,2020-06-22T16:48:53
202,202,319,0,101,7,2020-06-10T07:12:28,2020-06-10T15:47:57
203,203,442,0,79,7,2020-07-05T02:04:09,2020-07-06T01:10:02
204,204,456,1,51,7,2020-07-01T23:13:42,2020-07-02T01:55:34
205,205,88,1,71,7,2020-07-03T08:17:03,2020-07-04T07:20:03
206,206,442,1,37,7,2020-07-02T04:43:26,2020-07-02T10:54:51
207,207,408,0,27,7,2020-07-02T23:31:58,2020-07-03T18:34:04
208,208,488,0,11,7,2020-06-28T13:02:08,2020-06-29T12:34:52
209,209,324,0,68,7,2020-06-12T11:24:04,2020-06-13T07:55:13
210,210,497,1,7,7,2020-06-15T15:28:37,2020-06-16T10:48:03
211,211,262,0,9,7,2020-06-18T01:30:58,2020-06-18T05:51:15
212,212,73,0,76,7,2020-06-18T03:50:10,2020-06-18T07:43:31
213,213,204,0,91,7,2020-06-27T03:30:00,2020-06-27T10:29:36
214,214,466,0,91,7,2020-06-22T06:14:03,2020-06-22T09:58:42
215,215,449,1,56,7,2020-06-13T22:05:44,2020-06-14T04:16:19
216,216,76,1,69,7,2020-06-29T18:42:59,2020-06-30T14:33:49
217,217,469,1,26,7,2020-07-05T19:02:57,2020-07-06T10:01:51
218,218,39,0,74,7,2020-06-16T06:18:36,2020-06-16T18:25:26
219,219,414,0,58,7,2020-07-05T23:57:56,2020-07-06T21:57:15
220,220,418,0,54,7,2020-06-23T07:18:52,2020-06-23T10:38:32
221,221,397,1,38,7,2020-06-20T18:32:55,2020-06-21T07:10:05
222,222,358,0,39,7,2020-06-12T17:46:50,2020-06-13T05:37:18
223,223,430,0,84,7,2020-06-14T12:05:56,2020-06-15T09:10:50
224,224,38,0,93,7,2020-06-20T13:54:25,2020-06-20T16:21:44
225,225,464,0,51,7,2020-06-20T11:26:33,2020-06-21T11:06:11
226,226,118,1,74,7,2020-07-01T00:42:14,2020-07-02T00:07:03
227,227,238,0,99,7,2020-06-26T11:05:37,2020-06-26T23:08:23
228,228,89,1,49,7,2020-06-12T03:52:57,2020-06-12T14:55:36
229,229,445,1,35,7,2020-07-03T01:42:52,2020-07-03T13:07:28
230,230,333,1,16,7,2020-06-20T10:33:56,2020-06-21T07:11:26
231,231,250,1,34,7,2020-06-27T22:04:15,2020-06-28T08:47:40
232,232,180,1,88,7,2020-06-19T14:57:46,2020-06-20T03:46:43
233,233,319,1,82,7,2020-06-13T13:44:59,2020-06-14T09:30:49
234,234,466,0,29,7,2020-06-09T01:23:34,2020-06-09T05:01:57
235,235,315,1,65,7,2020-06-25T11:52:59,2020-06-26T00:37:01
236,236,247,1,58,7,2020-06-20T14:37:19,2020-06-21T03:08:28
237,237,217,1,5,7,2020-06-29T18:50:31,2020-06-30T04:28:56
238,238,409,0,17,7,2020-07-01T23:55:30,2020-07-02T09:07:56
239,239,202,0,48,7,2020-06-24T02:02:44,2020-06-24T07:38:14
240,240,497,1,67,7,2020-06-30T23:58:49,2020-07-01T12:18:54
241,241,226,1,29,7,2020-07-05T07:13:23,2020-07-05T23:14:25
242,242,368,1,80,7,2020-06-26T07:57:15,2020-06-26T15:21:27
243,243,90,0,41,7,2020-07-01T13:11:50,2020-07-01T21:24:48
244,244,335,1,60,7,2020-07-07T07:02:48,2020-07-07T16:56:15
245,245,175,1,94,7,2020-06-13T08:47:25,2020-06-14T08:12:05
246,246,167,1,19,7,2020-07-03T21:24:02,2020-07-04T00:31:21
247,247,433,1,60,7,2020-07-02T15:02:53,2020-07-02T19:12:53
248,248,166,1,83,7,2020-06-10T18:30:50,2020-06-11T18:26:54
249,249,492,0,46,7,2020-06-17T21:42:43,2020-06-18T17:45:42
250,250,165,0,40,7,2020-06-15T05:54:06,2020-06-15T19:01:27
251,251,91,1,70,7,2020-07-01T03:40:06,2020-07-01T18:52:08
252,252,95,1,46,7,2020-07-03T01:23:43,2020-07-03T16:33:52
253,253,457,1,42,7,2020-07-01T09:52:27,2020-07-01T21:00:21
254,254,136,1,20,7,2020-06-10T11:39:29,2020-06-11T01:26:02
255,255,107,0,53,7,2020-07-07T21:37:26,2020-07-08T01:24:07
256,256,211,1,40,7,2020-06-28T11:37:50,2020-06-28T22:36:08
257,257,23,1,86,7,2020-06-17T17:39:10,2020-06-18T07:06:59
258,258,282,1,20,7,2020-06-30T20:58:58,2020-07-01T07:43:09
259,259,463,0,23,7,2020-06-18T23:51:35,2020-06-19T04:46:31
260,260,390,1,32,7,2020-07-08T00:22:32,2020-07-08T12:02:26
261,261,28,0,57,7,2020-06-18T23:46:01,2020-06-19T17:11:16
262,262,359,1,98,7,2020-07-08T00:28:09,2020-07-08T22:04:37
263,263,7,0,22,7,2020-07-07T21:22:49,2020-07-08T10:41:18
264,264,403,0,44,7,2020-07-05T14:01:11,2020-07-06T06:45:28
265,265,404,1,24,7,2020-07-07T22:59:56,2020-07-08T18:33:39
266,266,383,1,16,7,2020-07-05T23:53:58,2020-07-06T18:08:35
267,267,119,1,19,7,2020-06-23T09:40:45,2020-06-23T12:35:31
268,268,496,0,42,7,2020-06-28T09:04:16,2020-06-28T10:55:58
269,269,483,1,52,7,2020-06-18T09:19:42,2020-06-19T05:43:36
270,270,327,1,78,7,2020-06-28T17:58:33,2020-06-28T20:39:31
271,271,471,1,42,7,2020-06-09T01:30:40,2020-06-09T10:43:40
272,272,133,0,29,7,2020-06-29T23:52:37,2020-06-30T13:38:01
273,273,248,0,25,7,2020-06-22T12:33:54,2020-06-23T07:15:31
274,274,404,1,92,7,2020-06-15T04:40:19,2020-06-15T10:26:59
275,275,465,0,40,7,2020-06-15T10:00:26,2020-06-16T05:10:59
276,276,131,1,25,7,2020-06-25T09:44:02,2020-06-25T11:40:37
277,277,252,0,55,7,2020-06-28T00:49:42,2020-06-28T13:09:39
278,278,79,0,90,7,2020-06-12T15:27:23,2020-06-12T19:53:26
279,279,180,0,43,7,2020-06-29T12:16:20,2020-06-30T06:37:13
280,280,75,1,94,7,2020-06-12T08:17:05,2020-06-13T06:22:47
281,281,84,0,48,7,2020-06-10T07:14:55,2020-06-10T11:26:37
282,282,337,0,95,7,2020-06-09T13:51:39,2020-06-10T13:48:30
283,283,274,1,11,7,2020-06-23T21:30:40,2020-06-24T16:30:36
284,284,123,1,23,7,2020-06-17T02:10:41,2020-06-17T19:22:35
285,285,41,0,17,7,2020-07-05T15:02:17,2020-07-06T00:39:00
286,286,414,0,34,7,2020-06-10T07:48:41,2020-06-11T02:05:09
287,287,417,1,12,7,2020-06-18T23:22:27,2020-06-19T12:22:28
288,288,111,0,35,7,2020-07-08T13:48:07,2020-07-08T19:43:05
289,289,229,0,61,7,2020-06-18T12:36:15,2020-06-19T10:29:30
290,290,250,0,12,7,2020-06-09T21:52:19,2020-06-10T21:01:13
291,291,400,0,58,7,2020-07-04T09:36:39,2020-07-04T16:42:59
292,292,244,0,21,7,2020-06-27T10:29:54,2020-06-28T01:01:11
293,293,8,0,56,7,2020-06-30T17:39:04,2020-06-30T23:39:51
294,294,254,0,77,7,2020-07-06T03:59:21,2020-07-06T06:46:58
295,295,63,1,99,7,2020-07-05T13:16:02,2020-07-05T18:58:37
296,296,116,1,54,7,2020-06-12T21:59:13,2020-06-13T21:28:09
297,297,161,1,93,7,2020-06-24T22:13:59,2020-06-25T16:20:16
298,298,169,1,35,7,2020-07-05T05:33:27,2020-07-05T14:08:01
299,299,159,0,9,7,2020-06-28T18:34:14,2020-06-29T10:02:47
300,300,360,0,38,7,2020-06-17T10:49:37,2020-06-17T21:03:06
301,301,256,1,22,7,2020-06-20T09:30:33,2020-06-20T18:44:29
302,302,349,1,78,7,2020-06-28T17:34:07,2020-06-29T02:49:57
303,303,221,1,73,7,2020-07-04T05:16:42,2020-07-04T22:30:55
304,304,292,1,76,7,2020-07-01T11:34:09,2020-07-01T19:24:09
305,305,68,0,31,7,2020-06-12T05:27:32,2020-06-13T04:40:47
306,306,62,0,78,7,2020-06-16T05:20:03,2020-06-16T10:59:20
307,307,318,1,55,7,2020-07-05T15:40:45,2020-07-05T23:01:46
308,308,171,1,38,7,2020-06-27T04:50:55,2020-06-27T18:14:07
309,309,388,0,80,7,2020-06-11T11:05:55,2020-06-12T05:44:39
310,310,142,0,90,7,2020-07-06T23:43:06,2020-07-07T06:53:18
311,311,473,0,75,7,2020-06-26T10:34:40,2020-06-26T15:47:10
312,312,408,0,7,7,2020-06-22T22:59:23,2020-06-23T00:20:49
313,313,372,0,66,7,2020-07-01T20:45:45,2020-07-02T00:24:04
314,314,298,1,1,7,2020-06-30T22:02:20,2020-07-01T10:38:04
315,315,270,0,60,7,2020-07-07T08:29:28,2020-07-07T12:22:19
316,316,442,0,79,7,2020-06-25T13:47:50,2020-06-25T16:44:46
317,317,467,1,17,7,2020-07-05T17:47:05,2020-07-05T18:03:37
318,318,193,1,97,7,2020-06-09T22:45:04,2020-06-10T20:13:57
319,319,396,0,61,7,2020-06-29T11:56:17,2020-06-30T02:49:44
320,320,410,0,32,7,2020-06-18T03:01:49,2020-06-18T20:29:58
321,321,125,0,20,7,2020-06-30T02:26:11,2020-06-30T19:39:19
322,322,78,1,15,7,2020-06-09T12:44:15,2020-06-09T15:33:03
323,323,96,1,82,7,2020-06-15T20:05:49,2020-06-15T21:59:30
324,324,252,0,20,7,2020-07-02T13:38:48,2020-07-02T16:25:52
325,325,371,1,63,7,2020-06-15T04:15:28,2020-06-15T21:10:42
326,326,259,1,80,7,2020-07-05T16:29:37,2020-07-06T15:52:51
327,327,115,0,11,7,2020-06-11T08:15:27,2020-06-11T11:49:22
328,328,468,1,99,7,2020-07-07T05:14:49,2020-07-07T09:52:13
329,329,337,0,22,7,2020-07-04T21:56:04,2020-07-05T15:02:42
330,330,440,0,60,7,2020-06-27T10:42:25,2020-06-28T08:37:13
331,331,323,1,65,7,2020-06-11T17:23:28,2020-06-11T18:38:11
332,332,407,1,59,7,2020-06-14T06:13:02,2020-06-14T19:10:20
333,333,133,0,49,7,2020-06-20T14:39:11,2020-06-20T20:04:48
334,334,180,0,23,7,2020-07-07T21:41:09,2020-07-08T03:54:05
335,335,261,0,80,7,2020-06-16T01:48:49,2020-06-16T21:46:52
336,336,202,0,70,7,2020-07-06T07:55:45,2020-07-06T17:48:02
337,337,393,0,20,7,2020-07-08T07:23:00,2020-07-09T06:20:10
338,338,108,0,94,7,2020-06-13T16:48:37,2020-06-14T14:46:37
339,339,336,1,97,7,2020-06-28T13:18:21,2020-06-28T23:30:54
340,340,299,0,65,7,2020-06-23T18:55:00,2020-06-24T12:17:37
341,341,1,1,38,7,2020-06-09T20:49:09,2020-06-10T15:53:12
342,342,392,1,101,7,2020-06-18T10:38:05,2020-06-18T22:52:56
343,343,356,0,88,7,2020-07-03T08:13:11,2020-07-03T18:29:07
344,344,396,1,27,7,2020-06-15T09:18:14,2020-06-16T06:29:29
345,345,349,1,31,7,2020-06-11T22:43:24,2020-06-12T15:08:40
346,346,30,0,50,7,2020-06-20T11:28:57,2020-06-21T05:16:43
347,347,14,1,47,7,2020-06-13T17:58:46,2020-06-14T17:23:31
348,348,107,0,39,7,2020-06-14T23:50:09,2020-06-15T05:56:45
349,349,79,0,40,7,2020-07-03T05:12:02,2020-07-03T12:11:37
350,350,2,1,11,7,2020-07-03T11:20:14,2020-07-03T13:29:27
351,351,251,1,94,7,2020-06-18T07:02:57,2020-06-18T23:05:34
352,352,193,1,63,7,2020-06-24T09:41:57,2020-06-24T15:28:47
353,353,23,0,83,7,2020-07-08T05:56:56,2020-07-08T10:01:45
354,354,120,1,19,7,2020-06-10T10:32:39,2020-06-10T14:32:15
355,355,292,1,31,7,2020-06-25T23:49:48,2020-06-26T20:34:09
356,356,364,0,15,7,2020-07-05T12:54:45,2020-07-05T17:24:37
357,357,9,0,58,7,2020-07-01T10:48:08,2020-07-01T19:32:04
358,358,465,1,45,7,2020-06-14T05:17:32,2020-06-14T22:03:33
359,359,378,0,93,7,2020-06-23T21:05:54,2020-06-24T20:51:23
360,360,324,1,80,7,2020-07-02T00:23:28,2020-07-02T20:00:08
361,361,432,1,82,7,2020-06-19T07:55:01,2020-06-19T08:26:11
362,362,304,1,79,7,2020-06-21T22:04:01,2020-06-22T11:26:31
363,363,451,1,71,7,2020-06-26T23:30:00,2020-06-27T17:12:07
364,364,45,1,64,7,2020-06-22T15:53:24,2020-06-23T03:15:16
365,365,317,0,39,7,2020-07-04T02:42:32,2020-07-04T18:24:37
366,366,66,0,1,7,2020-06-30T11:13:09,2020-06-30T18:07:47
